RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page,team_abbr,player_name,Effective_FG%,TS%
2327,Kennedi AlexanderMEM,G,20,16.0,3.9,1.5,4.4,33.0,0.2,1.1,18.2,0.8,1.0,75.0,3.9,0.8,1.2,0.4,1.0,47,MEM,Kennedi Alexander,36.36363636363637,40.289256198347104
2331,Tatum BoettjerWKU,F,19,19.2,3.8,1.3,4.1,31.2,1.2,3.9,30.7,0.1,0.2,50.0,2.2,0.4,0.2,0.4,0.9,47,WKU,Tatum Boettjer,46.34146341463415,45.36771728748806
2331,Liv YergensenPAC,G,19,18.9,3.8,1.1,4.0,27.6,0.4,2.1,17.5,1.3,1.6,80.0,1.8,1.2,0.3,0.2,2.0,47,PAC,Liv Yergensen,32.5,40.39115646258503
2333,Mariah WatkinsDREX,G,18,22.2,3.8,1.5,3.9,38.0,0.0,0.2,0.0,0.8,1.2,71.4,4.6,1.5,0.9,0.4,1.0,47,DREX,Mariah Watkins,38.46153846153847,42.908762420957544
2333,Mia SimpsonUNCG,G,18,15.2,3.8,1.8,3.7,49.3,0.0,0.1,0.0,0.2,0.3,50.0,3.2,1.4,0.9,0.2,1.9,47,UNCG,Mia Simpson,48.648648648648646,49.582463465553225
2333,Deniya PrawlTENN,G,18,16.6,3.8,1.6,3.9,40.0,0.2,1.3,12.5,0.6,1.4,38.5,3.1,0.5,1.3,0.2,0.7,47,TENN,Deniya Prawl,43.5897435897436,42.0726306465899
2336,Madelyne DavisHCU,G,17,18.1,3.8,1.4,4.5,29.9,0.9,3.5,25.4,0.2,0.2,100.0,1.8,1.2,0.6,0.2,1.4,47,HCU,Madelyne Davis,41.11111111111111,41.41238012205754
2336,Oliwia PelkaEMU,F,17,8.3,3.8,1.2,3.4,36.2,0.9,2.5,34.9,0.5,0.6,72.7,0.8,0.5,0.2,0.0,0.5,47,EMU,Oliwia Pelka,48.529411764705884,51.85589519650655
2338,Enjulina GonzalezUGA,G,22,18.8,3.8,1.6,3.5,44.9,0.1,0.8,17.6,0.5,0.8,64.7,2.0,1.6,1.4,0.0,1.4,47,UGA,Enjulina Gonzalez,47.142857142857146,49.32502596053998
2338,Kate SchatSCU,G,22,10.6,3.8,1.3,3.5,36.8,0.9,2.9,31.7,0.4,0.6,57.1,1.1,0.8,0.3,0.0,0.7,47,SCU,Kate Schat,50.0,50.47821466524973
2340,Caitlin StaleyCLT,F,21,13.8,3.8,1.5,3.7,40.3,0.0,0.0,0.0,0.9,1.2,72.0,3.0,0.2,0.3,1.4,1.6,47,CLT,Caitlin Staley,40.54054054054054,44.93850520340587
2340,Keziah LoftonOU,G,21,12.4,3.8,1.5,3.6,42.7,0.2,1.0,18.2,0.6,1.0,54.5,2.1,0.4,0.8,0.3,0.8,47,OU,Keziah Lofton,44.44444444444445,47.02970297029702
2342,Bria ShineUCR,F,20,27.2,3.8,1.7,4.9,33.7,0.2,1.8,8.6,0.4,0.9,41.2,4.8,1.6,1.1,0.5,1.6,47,UCR,Bria Shine,36.73469387755102,35.87613293051359
2342,Shakiria FosterNCCU,G,15,13.1,3.8,1.4,4.6,30.4,0.3,2.4,13.9,0.7,1.0,66.7,1.7,0.5,0.7,0.2,1.8,47,NCCU,Shakiria Foster,33.69565217391305,37.698412698412696
2342,Kamryn WinchVAL,C,20,14.1,3.8,1.4,3.7,37.8,0.0,0.0,0.0,1.0,2.0,50.0,5.6,0.7,0.3,0.8,1.9,47,VAL,Kamryn Winch,37.83783783783783,41.484716157205234
2345,Mor ShabtaiVAL,G,19,25.8,3.8,1.4,5.5,25.0,0.7,3.1,24.1,0.3,1.1,30.0,3.1,1.7,0.6,0.0,2.1,47,VAL,Mor Shabtai,31.818181818181817,31.75133689839572
2345,Anna CampanelliKENT,G,19,9.1,3.8,1.2,2.5,46.8,0.4,1.2,34.8,1.1,1.4,76.9,1.4,0.3,0.4,0.0,0.6,47,KENT,Anna Campanelli,55.99999999999999,60.97560975609756
2347,Marcayla JohnsonBAY,G,22,17.9,3.8,1.5,4.7,32.0,0.2,1.3,13.8,0.6,1.5,38.2,2.4,0.8,0.5,0.1,1.1,47,BAY,Marcayla Johnson,34.04255319148936,35.447761194029844
2347,Brillana BoydSBU,F,22,13.7,3.8,1.3,3.0,43.3,0.2,0.7,31.3,0.9,1.3,71.4,2.0,0.9,0.3,0.2,0.7,47,SBU,Brillana Boyd,46.66666666666667,53.191489361702125
2349,Gracie SorensonUVU,C,17,7.6,3.8,1.3,3.3,39.3,0.0,0.0,0.0,1.2,1.6,71.4,1.9,0.2,0.1,0.1,0.6,47,UVU,Gracie Sorenson,39.3939393939394,47.452547452547456
2350,Brianna HillCHST,G,21,14.6,3.8,1.4,3.1,43.9,0.0,0.5,9.1,1.0,1.4,69.0,2.5,1.0,0.7,0.1,1.3,47,CHST,Brianna Hill,45.16129032258064,51.1302475780409
2350,Avary BrewerSAM,G,21,12.5,3.8,1.2,3.9,30.5,0.8,2.5,32.7,0.6,0.6,92.3,1.6,0.6,0.6,0.0,1.1,48,SAM,Avary Brewer,41.02564102564103,45.629202689721424
2352,Loes RozingNMSU,G,20,25.1,3.8,1.4,4.3,32.9,0.6,1.7,33.3,0.4,0.6,66.7,3.2,0.9,0.9,0.1,1.6,48,NMSU,Loes Rozing,39.53488372093023,41.63014899211218
2352,Kayla PrestonVAL,F,20,13.3,3.8,1.3,3.5,37.1,0.3,1.1,23.8,0.9,1.2,75.0,2.0,0.2,0.7,0.5,1.0,48,VAL,Kayla Preston,41.42857142857142,47.16981132075471
2352,KP ParrTXST,G,20,20.9,3.8,1.1,3.7,28.8,0.0,0.2,0.0,1.7,3.0,55.0,3.0,3.0,1.6,0.1,2.5,48,TXST,KP Parr,29.72972972972973,37.848605577689234
2352,Grace OkihWRST,F,20,10.7,3.8,1.2,2.3,50.0,0.0,0.0,0.0,1.5,1.9,78.4,3.3,0.2,0.3,0.3,0.9,48,WRST,Grace Okih,52.17391304347826,60.58673469387755
2352,Brooklyn SwannFAMU,G,16,16.4,3.8,1.4,3.4,42.6,0.0,0.3,0.0,0.9,1.2,73.7,3.4,0.3,1.1,0.1,0.7,48,FAMU,Brooklyn Swann,41.17647058823529,48.37067209775967
2357,Valentina OjedaURI,G,19,14.2,3.7,1.2,3.7,31.4,0.9,3.2,28.3,0.5,0.8,62.5,1.0,0.5,0.3,0.3,0.4,48,URI,Valentina Ojeda,44.59459459459459,45.656465942744326
2357,CJ LattaSDSU,G,19,16.6,3.7,1.3,3.1,40.7,1.0,2.6,38.0,0.2,0.3,66.7,1.2,0.9,0.4,0.0,0.8,48,SDSU,CJ Latta,58.06451612903226,57.24009900990099
2359,Senoj JonesNMSU,F,15,9.0,3.7,1.4,2.7,51.2,0.0,0.0,0.0,0.9,1.5,63.6,2.1,0.3,0.2,0.3,1.3,48,NMSU,Senoj Jones,51.85185185185185,55.0595238095238
2360,Christina MidgetteCOLG,F,18,21.0,3.7,1.3,4.0,33.3,0.0,0.0,0.0,1.1,1.6,67.9,4.0,0.9,1.1,0.2,1.2,48,COLG,Christina Midgette,32.5,39.32823129251701
2360,Deivejon HarrisHOF,C,18,10.4,3.7,1.6,3.4,45.2,0.0,0.0,0.0,0.6,1.1,57.9,3.4,0.3,0.2,0.3,1.5,48,HOF,Deivejon Harris,47.05882352941177,47.63130792996911
2362,Denim DeShieldsMISS,G,21,17.3,3.7,1.0,3.5,28.8,0.5,1.7,28.6,1.2,1.6,76.5,1.5,2.0,0.9,0.1,1.1,48,MISS,Denim DeShields,35.714285714285715,44.005708848715514
2362,Taya DavisWICH,G,21,24.4,3.7,1.3,4.8,27.0,0.2,1.6,11.8,1.0,1.7,57.1,2.6,3.0,0.9,0.1,3.0,48,WICH,Taya Davis,29.166666666666668,33.34534967555876
2362,Kirsten Lewis-WilliamsUSF,G,21,15.7,3.7,1.2,3.0,41.3,0.0,0.3,16.7,1.2,1.5,78.1,1.8,0.9,0.7,0.1,1.5,48,USF,Kirsten Lewis-Williams,40.0,50.54644808743169
2362,Ella ZimmermanPORT,F,21,9.4,3.7,1.4,3.1,46.2,0.0,0.1,0.0,0.9,1.0,81.8,1.6,0.2,0.2,0.6,0.4,48,PORT,Ella Zimmerman,45.16129032258064,52.259887005649716
2362,Nyla McFaddenPSU,G,21,12.3,3.7,1.4,3.1,44.6,0.3,1.0,33.3,0.6,0.9,72.2,2.4,0.9,0.7,0.1,1.0,48,PSU,Nyla McFadden,49.99999999999999,52.91762013729977
2367,Alancia RamseyALA,F,17,12.6,3.7,1.6,2.5,64.3,0.0,0.1,0.0,0.5,0.8,69.2,3.2,1.1,0.6,0.4,1.3,48,ALA,Alancia Ramsey,64.0,64.86676016830295
2367,Venla UlanderUNA,F,17,11.4,3.7,1.4,2.9,49.0,0.5,1.3,36.4,0.4,0.6,70.0,2.0,0.8,0.2,0.1,1.1,48,UNA,Venla Ulander,56.896551724137936,58.47029077117574
2369,Charia SmithMARQ,F,20,9.6,3.7,1.6,3.2,48.4,0.0,0.0,0.0,0.6,0.8,80.0,1.8,0.4,0.2,0.2,0.6,48,MARQ,Charia Smith,50.0,52.083333333333336
2369,Soleil MontroseARMY,G,20,14.5,3.7,1.4,4.0,35.0,0.7,2.0,33.3,0.3,0.4,62.5,1.1,0.7,0.3,0.1,1.0,48,ARMY,Soleil Montrose,43.75,44.30076628352491
2369,Linda AmaningCARK,C,20,16.1,3.7,1.5,3.1,48.4,0.1,0.4,12.5,0.7,1.4,46.4,4.6,0.7,0.6,1.1,1.1,48,CARK,Linda Amaning,50.0,49.78471474703983
2369,Aliyah CarterCSUB,G,20,22.4,3.7,1.4,4.2,33.7,0.0,0.3,0.0,0.9,1.4,66.7,4.2,2.1,1.2,0.2,1.7,48,CSUB,Aliyah Carter,33.33333333333333,38.41362126245848
2373,Katie LeddenUNH,G,19,15.9,3.7,1.5,3.3,44.4,0.3,1.2,26.1,0.4,0.7,61.5,2.9,0.4,0.4,0.2,1.2,48,UNH,Katie Ledden,50.0,51.2749445676275
2373,Mariona Cos-MoralesCSUN,F,19,20.4,3.7,1.6,5.0,31.6,0.2,1.4,14.8,0.3,0.9,35.3,3.4,0.7,1.2,0.6,1.6,48,CSUN,Mariona Cos-Morales,34.0,34.28465530022239
2373,Devyn QuigleyNCSU,G,19,16.7,3.7,1.5,3.9,38.7,0.4,2.0,21.1,0.2,0.4,50.0,2.3,0.9,0.4,0.1,0.7,48,NCSU,Devyn Quigley,43.58974358974359,45.38763493621198
2373,Emilia DannebauerUTSA,F,19,18.0,3.7,1.3,3.3,38.7,0.0,0.1,0.0,1.2,1.6,71.0,2.6,0.6,0.8,0.3,1.3,48,UTSA,Emilia Dannebauer,39.3939393939394,46.20379620379621
2373,Madison AustinILST,F,19,8.8,3.7,1.2,2.3,50.0,0.3,0.7,38.5,1.1,1.4,77.8,2.4,0.2,0.2,0.1,0.5,48,ILST,Madison Austin,58.69565217391304,63.44307270233197
2373,Fenishka BerthoTXSO,F,19,14.1,3.7,1.7,3.8,44.4,0.0,0.1,0.0,0.3,0.5,60.0,4.2,0.4,0.1,0.3,1.2,48,TXSO,Fenishka Bertho,44.73684210526316,46.019900497512445
2373,Sidney CarrHCU,G,19,20.1,3.7,1.3,3.7,35.2,0.4,1.6,22.6,0.7,0.9,76.5,2.3,1.6,1.1,0.0,1.8,48,HCU,Sidney Carr,40.54054054054054,45.166015625
2380,Laia ConesaKU,G,22,20.5,3.7,1.3,3.3,39.7,0.4,1.0,36.4,0.7,1.0,68.2,2.6,2.3,0.9,0.3,1.5,48,KU,Laia Conesa,45.45454545454546,49.46524064171123
2381,Kaila BerryFOR,F,18,15.6,3.7,1.6,3.6,43.1,0.0,0.1,0.0,0.6,0.8,71.4,3.8,0.3,1.2,0.1,1.4,48,FOR,Kaila Berry,44.44444444444445,46.81174089068826
2381,Ellie BuzzelleGB,G,21,20.1,3.7,1.0,2.5,39.6,0.5,1.5,34.4,1.1,1.6,72.7,3.4,2.2,0.8,0.3,1.0,48,GB,Ellie Buzzelle,50.0,57.740324594257174
2381,Abby GrahamNDSU,G,18,15.7,3.7,1.3,3.6,37.5,0.8,2.2,38.5,0.2,0.2,75.0,1.1,0.5,0.3,0.3,0.8,48,NDSU,Abby Graham,47.22222222222223,50.16268980477223
2381,Genesis HarrisTNST,G,18,19.0,3.7,1.3,4.2,32.0,0.7,2.2,30.0,0.3,0.6,54.5,1.4,1.0,0.6,0.0,2.0,48,TNST,Genesis Harris,39.28571428571428,41.4426523297491
2381,Jade CrookCOLO,C,21,12.5,3.7,1.6,3.2,49.3,0.1,0.5,18.2,0.4,0.7,64.3,2.3,0.5,0.4,0.3,0.8,48,COLO,Jade Crook,51.5625,52.736602052451545
2386,Kamora MorganNKU,G,23,13.7,3.7,1.2,3.9,31.1,0.6,2.0,30.4,0.6,0.7,87.5,1.9,1.0,0.3,0.3,1.2,48,NKU,Kamora Morgan,38.46153846153847,43.963878326996195
2387,Kristol AysonUCF,G,20,16.5,3.7,1.2,2.9,42.1,0.3,1.0,25.0,1.0,1.6,62.5,1.9,1.6,0.9,0.2,1.1,48,UCF,Kristol Ayson,46.55172413793103,51.33185349611543
2387,Taleiyah GibbsTXST,G,20,16.6,3.7,1.4,3.1,45.2,0.3,0.7,35.7,0.6,0.8,80.0,2.0,0.8,0.6,0.2,1.4,48,TXST,Taleiyah Gibbs,49.99999999999999,53.59212050984936
2387,Samari BankheadUCF,G,20,16.6,3.7,1.3,4.6,28.3,0.3,2.0,15.0,0.8,1.2,62.5,1.6,0.7,0.7,0.1,0.8,48,UCF,Samari Bankhead,31.521739130434785,36.07644305772231
2390,Leila WellsVT,G,22,16.5,3.6,1.4,3.8,36.1,0.4,1.5,24.2,0.5,1.0,57.1,2.0,1.2,0.5,0.3,0.9,48,VT,Leila Wells,42.10526315789473,42.45283018867924
2390,Vera OjenuwaUGA,F,22,12.5,3.6,1.5,3.1,49.3,0.0,0.1,0.0,0.5,0.8,66.7,2.4,0.2,0.3,0.2,1.0,48,UGA,Vera Ojenuwa,48.387096774193544,52.14368482039398
2392,D'Shantae EdwardsSOU,G,19,17.6,3.6,1.2,4.2,29.1,0.2,0.9,16.7,1.1,1.5,71.4,2.1,1.2,1.3,0.1,1.2,48,SOU,D'Shantae Edwards,30.952380952380953,37.03703703703704
2392,Gabby McDuffieBUF,G,19,14.7,3.6,1.3,3.8,32.9,0.3,1.5,21.4,0.8,1.3,60.0,1.5,0.5,1.1,0.0,1.4,48,BUF,Gabby McDuffie,38.15789473684211,41.171088746569076
2392,Alana ReddyLEH,G,19,23.5,3.6,1.1,4.4,25.3,1.0,3.7,26.8,0.4,0.7,61.5,2.3,1.6,0.9,0.0,2.1,48,LEH,Alana Reddy,36.36363636363637,38.23279524214104
2395,Talia HarrisMER,G,16,17.7,3.6,1.4,4.8,28.9,0.2,0.8,23.1,0.7,1.2,57.9,2.1,1.3,0.9,0.1,1.0,48,MER,Talia Harris,31.25,33.78378378378379
2395,Molly PowellLAM,F,16,17.1,3.6,1.3,3.4,36.4,0.2,0.8,25.0,0.9,1.4,65.2,2.7,0.8,0.8,0.1,1.9,48,LAM,Molly Powell,41.1764705882353,44.820717131474105
2397,Brikayla GrayUSM,G,21,19.9,3.6,1.3,2.7,49.1,0.1,0.3,33.3,0.9,1.3,64.3,4.2,1.2,1.0,0.4,0.8,48,USM,Brikayla Gray,50.0,55.0122249388753
2397,Emily McElmurryEWU,G,21,18.9,3.6,1.3,5.0,26.9,0.6,2.0,27.9,0.4,0.6,66.7,2.0,0.9,1.1,0.0,1.1,48,EWU,Emily McElmurry,32.0,34.19452887537994
2397,Soma OkoloMIA,F,21,13.4,3.6,1.3,3.2,41.2,0.0,0.4,0.0,1.0,1.7,55.6,3.5,0.3,0.4,0.7,0.7,48,MIA,Soma Okolo,40.625,45.59270516717325
2397,Olivia AlvarezME,G,21,26.9,3.6,1.3,3.8,35.4,0.7,2.2,30.4,0.3,0.6,50.0,2.1,2.0,1.4,0.1,1.5,48,ME,Olivia Alvarez,43.42105263157895,44.29133858267716
2401,Jayla OwenUNO,G,18,15.8,3.6,1.2,4.6,25.3,0.6,3.4,16.1,0.7,1.1,65.0,1.5,1.3,0.3,0.0,1.4,49,UNO,Jayla Owen,32.608695652173914,35.405192761605036
2401,Chrishunti WalkerALCN,C,18,14.3,3.6,1.6,4.5,35.8,0.1,0.2,33.3,0.3,0.7,46.2,2.8,1.0,0.3,0.2,1.2,49,ALCN,Chrishunti Walker,36.66666666666667,37.437603993344425
2401,Gabriella KelleyPENN,F,18,12.2,3.6,1.4,3.1,44.6,0.4,1.6,25.0,0.4,0.4,100.0,1.9,0.4,0.2,0.2,0.8,49,PENN,Gabriella Kelley,51.61290322580645,54.94505494505494
2401,Mariah KnightJAX,F,18,10.6,3.6,1.4,3.7,38.8,0.4,1.3,30.4,0.3,0.7,46.2,2.3,0.3,0.3,0.5,0.8,49,JAX,Mariah Knight,43.24324324324324,44.91017964071856
2401,Samaria TaylorFUR,G,18,10.6,3.6,1.4,3.7,37.9,0.0,0.3,0.0,0.8,1.8,45.5,1.7,0.5,1.1,0.1,0.8,49,FUR,Samaria Taylor,37.83783783783783,40.07123775601069
2401,Lena BilićUCLA,G,18,14.8,3.6,1.4,4.6,31.7,0.6,2.8,20.0,0.2,0.2,100.0,1.7,0.7,0.4,0.3,0.2,49,UCLA,Lena Bilić,36.95652173913044,38.39590443686007
2401,Madison WilliamsUIW,G,18,20.9,3.6,1.3,4.3,31.2,0.4,2.3,16.7,0.6,1.1,50.0,1.9,1.2,0.8,0.1,1.4,49,UIW,Madison Williams,34.883720930232556,37.62541806020067
2408,Jada WilliamsMILW,G,23,20.9,3.6,1.1,4.1,27.7,0.5,1.7,28.9,0.9,1.5,58.8,2.5,1.2,0.6,0.1,0.8,49,MILW,Jada Williams,32.92682926829269,37.815126050420176
2408,Savanna CrealUVM,F,23,11.7,3.6,1.4,2.2,62.7,0.0,0.0,0.0,0.8,1.0,82.6,2.3,0.3,0.3,0.1,0.6,49,UVM,Savanna Creal,63.636363636363626,68.18181818181817
2410,Louella AllanaSPU,G,20,31.3,3.6,1.3,4.5,29.2,0.7,3.0,23.7,0.3,0.4,75.0,3.2,3.0,1.2,0.1,2.2,49,SPU,Louella Allana,36.666666666666664,38.49443969204448
2410,Alex BrownSTBK,F,15,16.2,3.6,1.4,2.9,48.8,0.0,0.1,0.0,0.8,2.0,40.0,3.2,0.6,0.6,0.5,0.9,49,STBK,Alex Brown,48.275862068965516,47.61904761904762
2410,Christina BowersWCU,G,20,19.3,3.6,1.2,4.1,28.4,0.1,0.5,20.0,1.2,1.9,64.9,3.0,1.6,0.5,0.0,1.4,49,WCU,Christina Bowers,30.487804878048784,36.466774716369535
2413,KJ WalkerLAM,G,17,12.5,3.6,1.2,3.2,38.2,0.9,2.6,35.6,0.2,0.2,75.0,0.5,0.5,0.3,0.0,0.7,49,LAM,KJ Walker,51.562499999999986,54.74452554744526
2413,Carmen KwetiNORF,F,17,15.9,3.6,1.2,3.8,31.3,0.1,0.4,16.7,1.2,1.6,74.1,5.1,0.7,1.1,1.3,1.6,49,NORF,Carmen Kweti,32.89473684210527,39.9644760213144
2415,Aina SubiratsFAMU,G,19,15.2,3.6,1.2,3.9,29.3,0.9,3.2,29.5,0.3,0.6,50.0,1.4,0.5,0.5,0.1,0.7,49,FAMU,Aina Subirats,42.30769230769231,43.22766570605188
2415,Aga MakuratVAN,G,19,9.2,3.6,1.3,3.0,43.9,0.8,2.0,42.1,0.1,0.1,100.0,1.5,0.7,0.3,0.2,0.4,49,VAN,Aga Makurat,56.66666666666668,59.13272010512484
2415,Kayla WilliamsNAU,F,19,7.3,3.6,1.3,2.4,53.3,0.3,0.7,46.2,0.7,0.8,93.3,1.6,0.2,0.1,0.0,0.6,49,NAU,Kayla Williams,60.416666666666664,65.40697674418605
2418,Vivian IwuchukwuUSC,F,21,11.5,3.6,1.3,2.6,51.9,0.0,0.0,0.0,0.9,1.5,59.4,2.8,0.4,0.4,0.0,0.7,49,USC,Vivian Iwuchukwu,50.0,55.21472392638036
2419,Cherish HaywoodRAD,G,23,16.7,3.6,1.2,3.7,33.3,0.5,1.9,25.0,0.7,1.1,60.0,2.3,0.9,1.1,0.2,1.2,49,RAD,Cherish Haywood,39.189189189189186,43.021032504780116
2420,Achol MagotARIZ,C,16,5.8,3.6,1.5,2.5,60.0,0.0,0.0,0.0,0.6,1.1,52.9,1.3,0.1,0.1,0.1,1.4,49,ARIZ,Achol Magot,60.0,60.321715817694376
2420,Casey Valenti-PaeaGCU,G,16,15.1,3.6,1.2,3.6,33.3,0.6,1.8,34.5,0.6,0.8,75.0,1.9,1.2,0.6,0.2,0.9,49,GCU,Casey Valenti-Paea,41.666666666666664,45.546558704453446
2420,Believe TshibanguEMU,C,16,9.3,3.6,1.6,2.5,62.5,0.0,0.1,0.0,0.4,1.0,43.8,3.6,0.2,0.1,0.3,0.9,49,EMU,Believe Tshibangu,64.0,61.224489795918366
2423,Kelly TumlinCSUN,G,18,16.2,3.6,1.2,4.0,29.2,0.9,3.3,26.7,0.3,0.5,66.7,2.2,1.2,0.7,0.1,2.2,49,CSUN,Kelly Tumlin,41.25,42.65402843601896
2424,Alexsyah GoudeauUTA,G,20,20.3,3.6,1.3,3.8,33.3,0.4,1.8,22.9,0.7,1.0,65.0,2.3,1.1,1.0,0.2,1.5,49,UTA,Alexsyah Goudeau,39.473684210526315,42.45283018867924
2424,Nykesha SandersDSU,G,20,28.2,3.6,1.3,3.8,34.2,0.7,1.7,42.4,0.3,0.4,62.5,1.6,2.1,1.4,0.0,2.1,49,DSU,Nykesha Sanders,43.42105263157895,45.271629778672036
2426,Dalanna CarterODU,G,22,13.4,3.5,1.0,3.3,31.9,0.3,0.9,36.8,1.1,1.6,69.4,1.8,1.0,1.0,0.0,0.9,49,ODU,Dalanna Carter,34.848484848484844,43.70629370629371
2427,Monet WitherspoonBRWN,G,13,10.5,3.5,1.7,3.8,44.0,0.0,0.7,0.0,0.2,0.5,28.6,2.0,0.2,0.2,0.0,0.8,49,BRWN,Monet Witherspoon,44.73684210526316,43.53233830845772
2428,Gabby ScottUMBC,F,15,22.6,3.5,1.3,4.3,29.2,0.8,2.9,27.9,0.2,0.4,50.0,3.8,0.5,1.1,0.4,0.7,49,UMBC,Gabby Scott,39.53488372093024,39.097408400357466
2429,Alden YergeySIE,G,17,15.2,3.5,1.4,4.1,34.8,0.2,1.6,11.1,0.5,0.6,81.8,1.1,1.1,0.6,0.0,1.5,49,SIE,Alden Yergey,36.585365853658544,40.10082493125573
2429,Rylie WhitehairRGV,F,17,8.0,3.5,1.1,3.3,33.9,0.4,1.4,30.4,0.9,1.2,75.0,2.8,0.3,0.0,0.2,0.7,49,RGV,Rylie Whitehair,39.3939393939394,45.715778474399166
2431,Taylor GibsonHAMP,C,19,14.2,3.5,1.4,4.2,33.8,0.1,0.6,9.1,0.6,0.9,70.6,2.5,0.2,0.2,0.2,0.9,49,HAMP,Taylor Gibson,34.523809523809526,38.07658833768494
2431,Malia SamuelsUSC,G,19,24.4,3.5,1.4,4.1,33.3,0.4,1.5,27.6,0.4,0.9,38.9,2.7,2.6,1.5,0.3,1.6,49,USC,Malia Samuels,39.02439024390244,38.92348754448399
2431,Shay IjiwoyeSTAN,G,19,13.3,3.5,1.4,3.2,44.3,0.2,1.1,20.0,0.5,0.7,64.3,1.8,1.1,1.1,0.0,1.1,49,STAN,Shay Ijiwoye,46.875,49.88597491448118
2431,Jessie JoaquimUNM,F,19,16.1,3.5,1.5,2.6,57.1,0.0,0.1,0.0,0.6,1.2,47.8,6.7,0.5,0.8,0.2,0.6,49,UNM,Jessie Joaquim,57.692307692307686,55.9462915601023
2431,Jamison CardwellUNF,G,19,13.2,3.5,1.3,4.5,27.9,0.5,2.1,22.5,0.5,1.0,52.6,3.2,0.6,0.6,0.2,1.5,49,UNF,Jamison Cardwell,34.44444444444444,35.425101214574894
2431,Chisom OguegoLAM,G,19,13.7,3.5,1.5,3.3,46.0,0.0,0.1,0.0,0.5,1.3,37.5,4.9,0.3,1.1,0.3,0.8,49,LAM,Chisom Oguego,45.45454545454546,45.196280991735534
2437,Avery TreadwellFSU,F,21,12.5,3.5,1.4,2.2,61.7,0.0,0.0,0.0,0.8,1.2,64.0,4.1,0.3,0.3,0.8,0.8,49,FSU,Avery Treadwell,63.636363636363626,64.14956011730204
2437,Imani SmithCLT,G,21,23.3,3.5,1.0,3.2,30.9,0.4,1.6,24.2,1.1,1.4,82.8,2.7,1.5,1.0,0.3,1.3,49,CLT,Imani Smith,37.49999999999999,45.859538784067084
2437,Lety VasconcelosILL,C,21,11.9,3.5,1.5,2.8,53.4,0.0,0.0,0.0,0.6,0.8,70.6,3.1,0.6,0.1,0.6,0.9,49,ILL,Lety Vasconcelos,53.57142857142857,55.52030456852792
2440,Alyssa CrockettMICH,F,18,10.1,3.5,1.3,3.1,41.8,0.7,2.1,32.4,0.3,0.4,62.5,1.9,0.6,0.6,0.2,0.7,49,MICH,Alyssa Crockett,53.2258064516129,53.41880341880342
2440,Ines PiperUSF,F,22,17.1,3.5,1.5,3.5,41.0,0.0,0.3,0.0,0.6,0.8,72.2,4.4,0.6,0.9,1.0,0.8,49,USF,Ines Piper,42.857142857142854,45.43094496365524
2440,Marta HermosoNIU,F,20,18.0,3.5,1.2,3.3,35.4,0.4,1.8,19.4,0.9,1.2,73.9,2.6,1.0,0.5,0.4,1.8,49,NIU,Marta Hermoso,42.42424242424242,45.715778474399166
2440,Ariadna TermisGT,C,22,23.4,3.5,1.4,4.3,31.9,0.3,2.3,14.0,0.5,0.5,100.0,3.3,1.8,0.4,0.8,1.4,49,GT,Ariadna Termis,36.04651162790697,38.71681415929204
2440,Madilyn DogsNJIT,G,20,20.6,3.5,1.3,3.9,32.1,0.2,0.6,36.4,0.8,1.5,53.3,4.0,1.4,0.8,0.4,1.0,49,NJIT,Madilyn Dogs,35.897435897435905,38.377192982456144
2440,Claire SimmonsGRAM,G,18,11.0,3.5,1.3,4.1,32.9,0.3,1.0,27.8,0.6,1.2,45.5,2.2,0.5,0.6,0.2,0.9,49,GRAM,Claire Simmons,35.36585365853659,37.813310285220396
2440,Gwen JenkinsUPST,G,22,22.3,3.5,1.2,4.5,26.5,0.5,1.9,28.6,0.6,0.7,86.7,2.4,1.9,0.4,0.0,2.9,49,UPST,Gwen Jenkins,32.22222222222222,36.39767054908486
2440,Zuri RansomBALL,G,16,13.3,3.5,1.1,2.6,41.5,0.3,1.0,31.3,1.1,1.8,60.7,1.7,1.1,0.4,0.3,0.8,49,BALL,Zuri Ransom,48.07692307692307,51.59198113207547
2440,Mimi MoonCSUF,G,18,9.3,3.5,1.1,3.3,33.9,0.2,1.1,15.8,1.1,1.4,76.9,1.4,0.7,0.8,0.0,0.7,49,CSUF,Mimi Moon,36.36363636363637,44.68845760980592
2440,Ky'Aira MillerBGSU,G,20,12.1,3.5,1.1,3.5,31.4,0.7,2.1,31.0,0.7,1.0,68.4,1.2,0.8,0.5,0.0,1.2,49,BGSU,Ky'Aira Miller,41.42857142857143,44.41624365482234
2440,Anika HylandSFA,G,20,14.6,3.5,1.4,3.5,40.0,0.3,1.5,20.7,0.4,0.7,61.5,1.2,1.4,1.0,0.2,1.1,49,SFA,Anika Hyland,44.28571428571428,45.95588235294118
2440,Alba CaballeroBALL,F,20,15.4,3.5,1.3,3.2,41.3,0.1,0.8,6.7,0.9,1.4,60.7,5.1,0.8,0.3,0.4,1.5,50,BALL,Alba Caballero,42.1875,45.859538784067084
