RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page,team_abbr,player_name,Effective_FG%,TS%
662,Logan Luebbers PalmerEVAN,G,18,29.1,10.7,4.1,13.2,30.7,1.7,6.8,25.4,0.9,1.3,66.7,2.8,1.1,1.1,0.4,2.4,14,EVAN,Logan Luebbers Palmer,37.49999999999999,38.846935811792044
663,Ashley BaezTROY,G,21,23.6,10.7,3.1,7.6,40.6,1.1,3.0,37.1,3.4,4.6,75.0,2.8,3.0,1.5,0.0,3.0,14,TROY,Ashley Baez,48.02631578947369,55.59019118869494
663,Martina BorrellasUALB,G,21,32.4,10.7,4.5,9.0,49.7,0.7,2.7,26.8,1.0,2.0,52.4,6.7,2.1,0.9,0.3,2.6,14,UALB,Martina Borrellas,53.888888888888886,54.1497975708502
665,Ja'Cia CunninghamPRES,G,20,20.9,10.7,4.0,12.2,32.4,0.8,2.6,29.4,2.1,3.1,66.1,3.8,0.9,1.0,0.4,2.2,14,PRES,Ja'Cia Cunningham,36.06557377049181,39.4426422884105
665,Aleah SneadJOES,G,20,31.3,10.7,4.3,9.6,44.3,0.6,2.0,27.5,1.7,2.9,57.9,5.2,2.9,1.2,0.3,2.6,14,JOES,Aleah Snead,47.916666666666664,49.19087899963222
665,Jaleesa MolinaTEM,F,20,28.4,10.7,4.1,7.9,51.9,0.6,1.8,34.3,1.9,2.8,69.1,7.4,1.7,1.3,0.7,3.6,14,TEM,Jaleesa Molina,55.696202531645554,58.585194918966266
665,Lijirin Doyinsola ModesayorWAG,C,20,22.5,10.7,4.0,8.6,45.9,0.0,0.1,0.0,2.8,4.6,60.9,6.6,0.8,0.9,0.7,3.3,14,WAG,Lijirin Doyinsola Modesayor,46.51162790697674,50.35768072289157
665,Olivia SmithIUIN,F,20,27.1,10.7,3.6,8.3,43.0,0.6,2.1,29.3,3.0,3.8,78.9,4.1,1.7,1.5,0.2,3.1,14,IUIN,Olivia Smith,46.98795180722891,53.65022061772963
665,Vanessa HarrisURI,G,20,21.8,10.7,4.0,10.2,39.2,1.2,4.0,29.1,1.6,2.4,66.0,3.4,1.3,1.3,0.1,1.8,14,URI,Vanessa Harris,45.09803921568628,47.53020611229566
671,Amira MabryTULN,F,19,28.6,10.7,4.0,8.8,45.2,0.9,3.1,31.0,1.7,2.2,78.6,6.3,1.3,0.6,0.3,2.2,14,TULN,Amira Mabry,50.56818181818181,54.77067977067976
671,Jenna Van SchaikMERC,G,19,29.7,10.7,3.6,8.5,42.6,0.8,2.6,32.0,2.6,3.4,76.6,2.3,2.9,1.5,0.1,3.0,14,MERC,Jenna Van Schaik,47.05882352941176,53.52140856342537
671,Khloe LemonCBU,G,19,23.6,10.7,3.7,9.1,41.3,1.5,5.2,29.3,1.7,2.6,65.3,2.1,0.4,0.6,0.2,1.4,14,CBU,Khloe Lemon,48.901098901098905,52.22569308863725
671,Grace BoothHCU,G,19,26.2,10.7,4.0,8.7,46.1,0.9,2.6,34.7,1.8,2.5,70.8,6.8,2.1,1.5,0.3,2.8,14,HCU,Grace Booth,51.14942528735633,54.59183673469388
675,Aaliyah AlexanderUNLV,G,21,32.0,10.7,3.7,10.2,36.0,1.2,3.5,35.1,2.1,2.4,88.0,2.7,3.2,0.7,0.1,2.3,14,UNLV,Aaliyah Alexander,42.15686274509804,47.53020611229566
675,Jasmine EdwardsDETM,F,21,31.0,10.7,4.2,8.0,53.3,0.0,0.0,0.0,2.2,3.9,56.8,7.9,1.1,1.1,0.3,2.2,14,DETM,Jasmine Edwards,52.5,55.06381226842322
675,Shelbee BrownUNLV,F,21,27.1,10.7,4.2,8.3,51.1,0.0,0.3,0.0,2.2,3.2,67.6,9.4,1.8,2.2,0.1,2.8,14,UNLV,Shelbee Brown,50.602409638554214,55.10918829831066
675,Delaney ThomasDUKE,F,21,26.1,10.7,4.0,6.5,62.5,0.0,0.0,0.0,2.6,3.5,74.0,5.7,1.0,1.9,0.4,1.2,14,DUKE,Delaney Thomas,61.53846153846154,66.54228855721394
675,Deja EvansDREX,F,18,25.4,10.7,4.6,9.5,48.0,0.0,0.0,0.0,1.6,2.0,77.8,6.4,1.2,1.1,1.4,1.5,14,DREX,Deja Evans,48.421052631578945,51.54142581888246
675,Yirsy QuelizNE,G,18,28.9,10.7,3.8,10.7,35.8,1.9,5.9,33.0,1.1,1.5,70.4,3.6,2.7,0.9,0.1,2.8,14,NE,Yirsy Queliz,44.39252336448599,47.095070422535215
675,MacKenzie GivensXAV,F,21,29.1,10.7,4.2,8.9,47.8,0.7,2.2,31.9,1.5,1.6,91.2,4.5,0.8,0.9,0.5,1.5,14,XAV,MacKenzie Givens,51.12359550561797,55.70595585172844
682,Hallie RhodesUSD,G,23,30.0,10.7,4.4,11.2,39.7,0.5,2.0,26.1,1.3,1.9,65.9,3.1,1.9,1.1,0.6,2.1,14,USD,Hallie Rhodes,41.51785714285715,44.449983383183785
683,Rylie TheuerkaufUGA,G,22,27.1,10.6,3.2,7.8,41.5,2.0,4.9,40.7,2.2,2.5,85.7,2.0,1.0,0.7,0.1,1.5,14,UGA,Rylie Theuerkauf,53.846153846153854,59.55056179775281
684,Jeniah ThompsonSIU,G,19,24.6,10.6,4.2,8.5,49.1,0.5,1.6,30.0,1.8,2.4,76.1,6.9,1.7,1.8,0.2,1.7,14,SIU,Jeniah Thompson,52.352941176470594,55.46253662620343
684,Shanihya BrownUNO,G,19,27.9,10.6,3.5,8.8,39.3,0.3,1.2,22.7,3.4,5.0,68.4,3.4,3.7,2.6,0.1,4.7,14,UNO,Shanihya Brown,41.47727272727273,48.18181818181818
686,Jada EadsHALL,G,16,26.6,10.6,3.7,10.3,35.8,1.3,4.3,29.4,2.0,2.6,78.0,5.1,4.1,2.0,0.1,2.3,14,HALL,Jada Eads,42.23300970873787,46.31247815449143
687,Denika LightbourneFIU,G,18,20.8,10.6,3.9,7.8,50.7,0.3,1.2,27.3,2.4,3.6,67.2,4.1,2.2,1.1,0.2,3.1,14,FIU,Denika Lightbourne,51.92307692307693,56.47911338448422
688,Maddy SkorupskiGB,G,23,30.9,10.6,3.9,8.2,47.1,0.6,1.6,38.9,2.3,2.8,80.0,5.5,4.2,2.1,0.3,2.0,14,GB,Maddy Skorupski,51.21951219512195,56.19168787107719
689,Skylar DurleyNEV,G,20,31.7,10.6,4.4,11.0,39.7,0.1,1.1,9.1,1.8,2.6,69.2,6.1,2.2,0.9,0.4,3.4,14,NEV,Skylar Durley,40.45454545454545,43.6429512516469
690,Aniah HallUNCO,F,22,19.2,10.6,3.7,6.6,56.6,0.0,0.0,0.0,3.1,4.5,70.4,5.1,0.7,1.0,1.0,2.3,14,UNCO,Aniah Hall,56.06060606060607,61.771561771561764
690,Madlena GerkeFDU,G,22,26.1,10.6,3.6,9.7,37.1,2.1,6.2,33.6,1.3,1.9,69.0,3.0,2.0,1.4,0.5,1.6,14,FDU,Madlena Gerke,47.938144329896915,50.3037205770691
692,Aubrie KierschtUPST,G,19,23.5,10.6,3.4,9.6,35.7,2.6,6.7,38.3,1.2,1.4,84.6,1.7,0.5,0.6,0.0,1.7,14,UPST,Aubrie Kierscht,48.958333333333336,51.87940485512921
693,Te'Yala DelfosseMICH,G,21,20.3,10.6,3.6,6.9,52.8,0.7,1.9,35.0,2.7,3.5,76.7,5.3,1.0,0.8,0.6,1.0,14,MICH,Te'Yala Delfosse,57.2463768115942,62.79620853080567
693,Ana PinheiroIDHO,G,21,27.4,10.6,3.9,9.0,43.4,0.8,2.6,29.6,2.0,2.8,71.2,5.4,1.6,1.0,0.7,1.5,14,IDHO,Ana Pinheiro,47.77777777777777,51.7982799061767
695,Keanna RembertECU,F,22,24.0,10.5,4.0,8.8,46.1,0.7,1.6,45.7,1.7,2.0,86.4,4.3,1.4,0.8,0.5,2.0,14,ECU,Keanna Rembert,49.43181818181817,54.23553719008264
695,Ciera ToomeyUNC,F,22,24.8,10.5,4.3,7.6,56.5,0.6,2.1,29.8,1.3,1.9,68.3,7.1,1.5,0.6,1.5,1.4,14,UNC,Ciera Toomey,60.526315789473685,62.23328591749644
695,Danae PowellFRES,G,22,31.8,10.5,3.7,9.1,40.8,1.3,3.2,40.8,1.8,2.3,76.5,3.5,2.1,1.4,0.0,2.3,14,FRES,Danae Powell,47.80219780219781,51.91851265822785
698,Ivane TensaieUTEP,G,19,27.4,10.5,3.5,10.8,32.5,2.5,7.4,34.3,0.9,1.3,72.0,1.3,0.8,0.8,0.0,1.3,14,UTEP,Ivane Tensaie,43.981481481481474,46.16602180794935
698,Piper CarlsonIDST,F,19,27.7,10.5,4.4,8.4,52.2,0.0,0.1,0.0,1.8,3.2,55.7,7.9,1.1,1.6,0.5,1.3,14,IDST,Piper Carlson,52.38095238095239,53.52773246329527
698,Jayden McBrideAPP,G,19,27.4,10.5,3.8,10.0,38.4,1.9,6.0,32.5,0.9,1.4,65.4,3.2,0.8,0.5,0.1,1.1,14,APP,Jayden McBride,47.5,49.45365486058779
701,Tabitha AmanzeUVA,F,21,22.2,10.5,4.1,8.2,50.3,0.0,0.0,0.0,2.2,3.0,73.4,6.8,0.9,0.7,1.6,2.2,15,UVA,Tabitha Amanze,50.0,55.14705882352941
701,Ally SweeneyRICH,G,21,34.0,10.5,3.9,8.1,48.2,1.7,4.1,41.9,1.0,1.2,80.8,3.1,4.3,0.9,0.2,2.3,15,RICH,Ally Sweeney,58.64197530864198,60.84840055632823
703,Monae DuffyUAB,F,20,25.6,10.5,4.5,7.5,60.0,0.1,0.2,33.3,1.5,2.6,55.8,7.9,0.9,0.9,0.4,1.7,15,UAB,Monae Duffy,60.66666666666667,60.73577047663119
703,Lena GirardiOKST,G,18,16.3,10.5,3.4,7.5,45.9,2.4,6.0,40.7,1.2,1.4,84.0,2.4,0.5,0.8,0.1,1.0,15,OKST,Lena Girardi,61.33333333333333,64.68703794972893
705,Maranda NyborgBRY,F,21,28.3,10.5,4.4,8.7,50.5,0.0,0.0,0.0,1.7,2.4,72.0,4.3,1.8,0.7,1.1,2.0,15,BRY,Maranda Nyborg,50.57471264367817,53.81303813038131
705,Jasmine FeltonCAM,G,21,31.8,10.5,4.1,8.4,48.9,1.0,3.7,28.2,1.2,1.4,89.7,6.1,1.5,1.3,1.2,2.1,15,CAM,Jasmine Felton,54.76190476190476,58.22981366459628
705,Trista FaytaILST,G,21,33.3,10.5,3.2,8.1,40.0,0.7,2.5,26.9,3.3,4.3,77.8,4.1,5.6,1.6,0.1,3.3,15,ILST,Trista Fayta,43.827160493827165,52.54203362690153
708,Nat MartinezSDSU,G,19,27.7,10.5,3.1,8.1,38.6,1.6,4.9,32.3,2.7,3.1,86.4,2.9,2.2,1.1,0.2,1.7,15,SDSU,Nat Martinez,48.14814814814816,55.47337278106509
709,Jaidynn MasonMARQ,G,20,25.3,10.5,4.2,9.0,46.4,0.5,1.4,32.1,1.7,2.0,85.0,3.0,4.6,1.6,0.5,2.7,15,MARQ,Jaidynn Mason,49.44444444444444,53.13765182186234
710,Rachel LeggettTROY,G,21,25.9,10.4,3.9,7.8,50.0,0.2,1.1,21.7,2.4,3.4,70.4,4.6,1.8,1.6,0.1,1.5,15,TROY,Rachel Leggett,51.28205128205129,55.93803786574871
710,Angie SmithOAK,G,21,28.0,10.4,4.0,8.9,45.5,0.1,1.0,15.0,2.2,3.3,65.7,4.0,2.0,0.9,0.4,2.6,15,OAK,Angie Smith,45.50561797752808,50.23183925811438
710,Zoe BestCLT,G,21,29.8,10.4,3.9,10.8,36.1,2.2,6.2,35.1,0.4,0.6,69.2,3.1,1.2,1.1,0.4,1.4,15,CLT,Zoe Best,46.29629629629629,46.99927693420101
710,Ella RyanQUIN,G,21,27.9,10.4,3.7,8.9,41.9,2.2,5.3,42.3,0.8,1.0,76.2,4.0,2.0,0.7,0.1,1.3,15,QUIN,Ella Ryan,53.93258426966293,55.6745182012848
714,Sauda NtaconayigizeLAF,G,19,33.3,10.4,3.5,8.8,39.5,2.3,5.4,43.1,1.2,1.3,91.7,3.1,1.5,0.7,0.4,1.2,15,LAF,Sauda Ntaconayigize,52.84090909090909,55.48442168160478
714,DeMya PorterSOU,F,19,20.9,10.4,4.6,8.4,54.7,0.0,0.0,0.0,1.3,2.1,61.5,5.1,0.4,1.3,0.8,1.9,15,SOU,DeMya Porter,54.76190476190476,55.77005577005577
716,Indya NivarUNC,G,22,27.5,10.4,4.1,9.2,45.0,0.7,2.4,30.8,1.4,2.6,54.4,5.3,3.6,3.0,0.6,2.5,15,UNC,Indya Nivar,48.369565217391305,50.270688321732415
716,Kaleigh AddieGAST,G,22,25.7,10.4,3.2,9.1,35.5,1.7,5.5,30.8,2.3,2.9,78.1,2.1,0.9,1.1,0.0,0.8,15,GAST,Kaleigh Addie,44.505494505494504,50.11565150346955
716,Achol AkotOKST,F,22,24.9,10.4,4.4,6.9,63.8,0.0,0.2,0.0,1.6,2.2,72.9,7.9,1.9,1.5,1.0,1.8,15,OKST,Achol Akot,63.76811594202899,66.09049313675648
719,Adriana JonesJXST,G,20,28.0,10.4,3.8,10.4,36.5,1.3,4.7,26.6,1.6,2.0,77.5,3.0,1.3,1.0,0.2,1.6,15,JXST,Adriana Jones,42.78846153846153,46.099290780141835
719,Addisen SulikowskiNHVN,F,20,28.6,10.4,4.0,8.7,45.7,1.9,4.6,41.8,0.6,0.9,70.6,5.0,1.4,1.1,0.3,1.6,15,NHVN,Addisen Sulikowski,56.896551724137936,57.167985927880395
721,Zya VannOU,G,21,27.2,10.4,4.0,9.7,40.9,1.0,3.0,33.9,1.5,1.8,83.8,4.3,2.4,2.4,0.7,2.0,15,OU,Zya Vann,46.391752577319586,49.561570720549
721,Tayla ThomasNU,F,21,26.3,10.4,4.0,8.9,44.6,0.1,1.0,13.6,2.3,3.5,66.2,8.3,1.1,0.8,1.4,2.3,15,NU,Tayla Thomas,45.50561797752808,49.80842911877394
723,Walker DemersUND,C,19,24.7,10.4,3.9,7.9,50.0,0.2,0.7,21.4,2.3,3.6,64.7,8.1,1.4,0.7,1.4,2.3,15,UND,Walker Demers,50.632911392405056,54.82918599746942
723,Brynn LusbyUIW,G,19,19.8,10.4,4.1,7.7,53.1,0.2,0.5,33.3,2.0,2.7,74.5,4.6,0.6,0.6,0.2,1.2,15,UIW,Brynn Lusby,54.54545454545453,58.505850585058504
725,Bonnie DeasARK,G,22,26.9,10.4,3.5,11.2,31.7,0.8,3.0,27.3,2.5,3.5,71.1,9.0,2.4,1.6,0.3,2.9,15,ARK,Bonnie Deas,34.82142857142858,40.81632653061225
726,Rhema PeguesJKST,G,20,25.1,10.4,3.4,9.5,36.0,2.3,6.4,35.2,1.3,1.4,92.9,3.8,1.2,0.9,0.1,1.4,15,JKST,Rhema Pegues,47.89473684210526,51.40371688414393
727,Theresa Hagans Jr.PITT,G,23,27.5,10.3,3.7,10.6,35.2,0.9,2.7,31.7,2.0,2.5,79.3,3.7,3.7,1.7,0.2,3.2,15,PITT,Theresa Hagans Jr.,39.15094339622642,44.017094017094024
728,Madison Layden-ZayPUR,G,21,34.2,10.3,3.2,8.6,37.6,2.2,6.0,37.3,1.6,1.9,85.0,3.9,3.1,1.9,0.6,2.2,15,PUR,Madison Layden-Zay,50.000000000000014,54.57821110640102
728,Mackenzie HughesUND,G,21,31.0,10.3,3.3,9.8,34.1,1.1,5.0,22.9,2.5,3.1,81.5,2.6,2.9,1.1,0.1,3.4,15,UND,Mackenzie Hughes,39.28571428571428,46.13041920458617
728,Laia MonclovaDEN,G,21,29.9,10.3,4.0,10.7,37.9,1.4,4.5,31.6,0.8,1.5,53.1,5.5,1.7,2.1,0.2,2.8,15,DEN,Laia Monclova,43.925233644859816,45.33450704225353
731,Amari WhitingOKST,G,22,29.5,10.3,3.6,8.2,44.4,1.2,3.5,35.5,1.8,2.6,70.2,5.7,3.2,1.8,0.4,2.3,15,OKST,Amari Whiting,51.21951219512195,55.11558219178083
731,Clara SilvaTCU,C,22,24.5,10.3,4.7,7.5,63.0,0.0,0.0,0.0,0.9,1.6,52.8,8.0,1.4,0.6,1.9,2.0,15,TCU,Clara Silva,62.66666666666667,62.77425646026329
733,Portia AdamsUTEP,G,19,26.1,10.3,3.6,9.8,36.9,1.0,2.6,38.0,2.1,2.8,73.6,2.7,2.7,0.8,0.0,2.3,15,UTEP,Portia Adams,41.836734693877546,46.682378535170415
734,Cate MacDonaldDART,F,16,30.0,10.3,3.4,8.4,40.7,1.0,3.1,32.0,2.4,3.0,81.3,7.0,1.6,1.1,1.4,2.1,15,DART,Cate MacDonald,46.42857142857142,52.9835390946502
734,Kalifa FordUTC,G,16,26.6,10.3,3.6,8.9,40.6,0.6,2.0,28.1,2.5,3.2,78.4,4.4,1.6,1.8,0.2,1.5,15,UTC,Kalifa Ford,43.82022471910112,49.96119518820334
736,Emma SmithAPP,G,20,33.2,10.3,3.6,7.3,49.3,1.2,3.0,38.3,2.0,2.6,75.0,6.3,3.9,1.9,0.1,2.4,15,APP,Emma Smith,57.53424657534247,60.9900521080057
736,Diaka BereteSTBK,G,20,24.9,10.3,3.6,9.2,38.6,1.9,5.4,35.2,1.3,1.8,74.3,4.4,0.9,1.3,0.2,1.9,15,STBK,Diaka Berete,49.45652173913044,51.54123298638912
736,Talia ZurinskasLAF,G,20,32.7,10.3,3.7,10.1,36.1,0.8,2.8,27.3,2.3,2.9,77.6,1.8,3.8,0.9,0.1,3.4,15,LAF,Talia Zurinskas,40.594059405940605,45.27074542897328
739,Rachael RoseCLEM,G,21,27.4,10.3,3.6,7.0,51.7,1.1,3.0,37.1,2.0,2.5,77.4,2.8,2.4,1.1,0.0,1.0,15,CLEM,Rachael Rose,59.285714285714285,63.580246913580254
739,Sophie BurrowsSYR,G,21,29.4,10.3,3.9,10.5,36.8,1.7,5.5,30.4,0.9,1.1,79.2,5.4,2.4,2.1,1.0,2.3,15,SYR,Sophie Burrows,45.23809523809524,46.886380189366356
741,Emily PapeCOR,F,18,28.7,10.3,3.5,11.0,31.8,2.1,6.8,30.9,1.2,1.7,70.0,5.1,1.2,1.4,0.2,1.3,15,COR,Emily Pape,41.36363636363637,43.83724889342868
742,Catherine AlbenGT,G,22,22.8,10.3,3.9,10.0,38.5,0.9,3.3,27.4,1.6,2.2,73.5,2.9,2.0,1.0,0.1,2.4,15,GT,Catherine Alben,43.49999999999999,46.95477753464625
742,Heloisa CarreraASU,F,22,27.4,10.3,4.3,8.3,51.6,0.0,0.0,0.0,1.7,2.1,80.9,5.6,0.6,0.7,0.7,2.2,15,ASU,Heloisa Carrera,51.80722891566264,55.8326105810928
744,Zoli KhalilTOW,G,19,29.0,10.3,3.7,9.9,37.6,0.9,3.3,29.0,1.8,2.4,76.1,3.7,1.4,0.5,0.6,2.3,15,TOW,Zoli Khalil,41.919191919191924,47.006206644760866
745,Kylee FoxSCU,F,23,27.2,10.3,3.7,9.1,41.1,1.8,4.7,37.6,1.0,1.2,85.2,4.3,1.5,1.3,0.2,0.7,15,SCU,Kylee Fox,50.54945054945056,53.48982135438305
746,Rhian StokesJOES,G,20,26.9,10.3,2.8,6.9,40.6,1.3,3.0,44.1,3.4,4.0,84.8,2.6,3.3,1.3,0.2,3.1,15,JOES,Rhian Stokes,49.99999999999999,59.468822170900694
747,Aniah AlexisRICE,G,21,31.1,10.2,3.5,9.3,37.8,1.1,3.3,32.9,2.1,2.1,97.8,6.3,2.0,1.0,0.4,1.7,15,RICE,Aniah Alexis,43.548387096774185,49.88262910798122
748,Irene Fernandez de CaleyaWAG,G,17,32.7,10.2,3.9,8.8,44.0,0.5,2.3,20.5,2.0,2.9,68.0,6.4,2.5,1.4,0.2,3.5,15,WAG,Irene Fernandez de Caleya,47.159090909090914,50.61532354108773
749,Tatum WestUNCO,F,22,25.4,10.2,3.5,6.5,54.2,0.0,0.0,0.0,3.1,4.1,76.7,8.8,1.4,2.0,0.3,2.6,15,UNCO,Tatum West,53.84615384615385,61.41618497109826
749,Lara SomfaiSTAN,F,22,24.9,10.2,4.0,10.3,39.2,0.9,3.6,25.3,1.2,1.7,73.0,9.0,0.9,0.8,0.7,2.3,15,STAN,Lara Somfai,43.203883495145625,46.16220130340333
751,Julianna AlmeidaNAVY,G,19,31.7,10.2,3.9,10.3,37.9,0.8,3.3,25.8,1.6,2.3,68.2,4.8,2.8,0.7,0.4,1.2,16,NAVY,Julianna Almeida,41.74757281553398,45.08486562942008
752,Tuti JonesBEL,G,20,32.8,10.2,3.3,8.8,37.1,1.8,5.5,33.0,1.9,2.5,76.0,5.4,3.9,3.1,0.2,1.2,16,BEL,Tuti Jones,47.72727272727273,51.515151515151516
752,Nakiyah Mays-PrinceULM,G,20,27.2,10.2,3.6,10.2,35.5,1.2,4.2,28.6,1.8,2.3,78.3,2.5,4.4,1.9,0.1,3.2,16,ULM,Nakiyah Mays-Prince,41.1764705882353,45.486978237602564
752,Mallory ShetleyWIU,F,20,25.4,10.2,3.9,7.9,49.4,0.0,0.0,0.0,2.4,3.6,66.7,4.1,1.5,0.6,0.7,2.3,16,WIU,Mallory Shetley,49.36708860759494,53.774778574441164
752,Anna BeckerDRKE,G,20,25.6,10.2,3.7,8.0,46.3,0.4,1.2,30.4,2.5,4.3,57.0,4.5,2.0,0.6,0.5,2.3,16,DRKE,Anna Becker,48.75000000000001,51.55681358673676
756,Latasha LattimoreMISS,F,21,25.8,10.2,3.6,7.2,49.7,0.3,1.2,24.0,2.8,4.0,68.2,6.1,1.0,0.5,2.1,2.0,16,MISS,Latasha Lattimore,52.083333333333336,56.91964285714285
756,Tamar SingerM-OH,G,21,34.0,10.2,3.5,8.3,42.5,1.0,3.4,29.2,2.1,2.5,86.5,3.7,7.6,2.4,0.1,3.8,16,OH,Tamar SingerM-,48.192771084337345,54.25531914893617
756,Brianna BarnesUMES,F,21,21.7,10.2,3.6,9.3,38.5,0.3,1.3,21.4,2.8,4.0,69.9,4.0,1.4,1.6,0.2,3.0,16,UMES,Brianna Barnes,40.32258064516129,46.11211573236889
756,ZaKiyah JohnsonLSU,G,21,19.4,10.2,4.2,6.9,61.1,0.0,0.0,100.0,1.8,2.7,66.1,5.5,1.2,1.0,0.5,1.2,16,LSU,ZaKiyah Johnson,60.86956521739131,63.056379821958444
760,Debora dos SantosIDHO,F,16,16.4,10.2,4.1,7.2,56.5,0.1,0.6,20.0,1.9,3.2,60.8,7.4,0.4,0.9,1.1,1.5,16,IDHO,Debora dos Santos,57.638888888888886,59.247211895910766
760,Madison CockrellUIW,G,16,30.3,10.2,3.5,8.3,42.4,0.8,2.6,31.0,2.4,3.4,69.1,2.9,3.5,1.3,0.1,3.5,16,UIW,Madison Cockrell,46.98795180722891,52.062066149448746
762,Amiya JoynerLSU,F,22,20.1,10.2,4.0,6.5,62.7,0.0,0.0,0.0,2.1,3.0,68.7,7.3,1.3,0.7,0.6,1.5,16,LSU,Amiya Joyner,61.53846153846154,65.21739130434781
762,Amelia HassettUK,F,22,31.7,10.2,3.5,9.2,37.6,2.5,7.7,32.5,0.8,1.0,77.3,5.7,1.6,0.9,1.5,1.1,16,UK,Amelia Hassett,51.6304347826087,52.9045643153527
762,Jordan ReidPFW,F,22,31.3,10.2,3.6,9.7,37.1,0.7,2.6,25.9,2.3,3.5,66.2,5.2,2.0,2.2,0.4,1.8,16,PFW,Jordan Reid,40.72164948453609,45.37366548042705
765,Charlotte AbrahamWSU,G,23,28.1,10.2,3.3,8.7,38.5,1.7,5.3,32.8,1.7,2.0,85.1,6.5,1.9,0.7,0.1,2.6,16,WSU,Charlotte Abraham,47.701149425287355,53.23590814196242
766,Nala WilliamsSDSU,G,19,24.6,10.2,3.9,8.2,47.4,1.2,3.2,37.7,1.2,1.7,66.7,4.4,4.1,1.7,0.3,1.7,16,SDSU,Nala Williams,54.87804878048781,56.99597675458203
766,Destiny JonesWGA,F,19,23.1,10.2,3.6,7.1,51.5,0.0,0.1,0.0,2.9,5.8,50.0,8.2,0.5,1.6,0.4,2.2,16,WGA,Destiny Jones,50.70422535211267,52.8387898881061
766,Brialle WashingtonUNO,G,19,26.6,10.2,3.8,11.6,33.2,1.3,4.2,31.3,1.2,2.1,56.4,2.7,1.3,1.4,0.2,3.2,16,UNO,Brialle Washington,38.362068965517246,40.72181411689556
769,Anala NelsonETSU,G,20,27.3,10.2,2.9,9.0,32.4,0.5,1.6,28.1,3.9,5.0,78.0,3.6,2.3,1.4,0.0,3.2,16,ETSU,Anala Nelson,35.0,45.535714285714285
769,Lina FalkPEPP,G,20,27.8,10.2,3.9,7.8,49.4,1.1,2.6,41.2,1.4,1.7,84.8,4.2,1.5,1.0,0.2,1.7,16,PEPP,Lina Falk,57.05128205128206,59.663079082826386
769,Grace KnutsonDRKE,G,20,23.6,10.2,3.7,8.7,42.0,1.2,2.9,42.1,1.7,2.0,82.5,3.2,1.9,0.7,0.1,2.2,16,DRKE,Grace Knutson,49.42528735632184,53.23590814196242
772,Sydney RyanQUIN,G,21,27.0,10.1,3.3,8.0,41.1,1.7,4.6,36.1,1.9,2.2,85.1,6.4,1.0,1.2,0.1,1.0,16,QUIN,Sydney Ryan,51.87499999999999,56.31132917038359
772,Sydney WardPAC,G,21,26.5,10.1,3.2,6.6,48.9,0.8,2.1,38.6,2.9,3.4,84.5,6.6,1.5,1.1,1.1,2.3,16,PAC,Sydney Ward,54.545454545454554,62.376482213438734
772,Grace KnoxLSU,F,21,18.0,10.1,4.0,6.2,65.4,0.0,0.0,0.0,2.0,2.9,70.5,4.7,0.5,0.8,0.6,1.1,16,LSU,Grace Knox,64.51612903225806,67.54949170679507
775,Karly WeathersALA,G,22,33.0,10.1,3.7,8.1,45.5,2.1,5.2,40.0,0.7,1.0,65.2,6.4,3.0,2.0,0.4,1.5,16,ALA,Karly Weathers,58.64197530864198,59.133489461358316
775,Stefanie IngramUSF,G,22,33.1,10.1,3.7,8.3,45.1,1.0,3.0,34.8,1.6,2.6,63.2,3.5,5.5,1.3,0.4,3.3,16,USF,Stefanie Ingram,50.602409638554214,53.47310461668784
775,Kate KovalLSU,F,22,18.0,10.1,3.8,6.5,58.0,0.0,0.0,0.0,2.6,3.4,76.0,7.0,0.6,1.3,1.1,1.4,16,LSU,Kate Koval,58.46153846153845,63.15657828914457
775,Kyra BruyndoncxDAV,G,22,28.0,10.1,3.9,8.6,45.0,1.9,4.9,38.3,0.5,0.9,63.2,1.7,1.0,0.8,0.1,1.4,16,DAV,Kyra Bruyndoncx,56.395348837209305,56.13606047132058
779,Leianya MassenatJKST,G,16,22.8,10.1,3.8,10.0,37.5,1.1,3.4,33.3,1.5,1.8,85.7,3.1,2.1,0.8,0.1,2.1,16,JKST,Leianya Massenat,43.49999999999999,46.7939214232765
780,Casey HarterNU,G,18,35.2,10.1,3.2,7.8,40.4,1.7,4.3,39.0,2.1,2.5,84.4,3.3,2.1,0.5,0.7,1.6,16,NU,Casey Harter,51.92307692307693,56.74157303370786
780,Nyla InmonSHSU,F,18,28.8,10.1,3.9,10.9,35.5,0.1,0.8,6.7,2.3,4.1,56.2,5.9,2.2,1.5,0.3,3.2,16,SHSU,Nyla Inmon,36.23853211009174,39.75125944584382
782,Madison WattsNAU,G,20,26.5,10.1,4.0,7.8,50.6,0.2,0.9,23.5,2.0,2.9,70.2,6.6,1.5,1.0,0.5,2.5,16,NAU,Madison Watts,52.56410256410257,55.641251652710444
783,Jordana ReismaMIZ,F,23,28.5,10.1,3.7,7.3,50.6,0.3,1.1,30.8,2.3,3.3,71.1,6.0,1.4,0.5,0.6,2.4,16,MIZ,Jordana Reisma,52.73972602739726,57.70109689213895
